# output for bornfwd 0° model after bugfix where scattering direction was passed frequency in rad/s instead of Hertz.
# And with seismic data sign fixed (multiplied by -1)
# 16 source beam centres in a square
# source_beam_centres = seismo::grid_coordinates(x0=4500, x1=8500, y0=4500, y1=8500, depth=0, nx=4, ny=4);
# one target at (6500, 6500, 2400)
# targets = seismo::grid_coordinates(6500, 6500, 6500, 6500, 2400, 1, 1);
# fracture orientation phi_hat_x = 0, phi_hat_y = 1, 61 orientations, 41 spacings between 100 and 300 m
# FractureParameters fractures(2400, 0, 1, 61, 100, 300, 41);
# auto data = SeismoData("/home/darius/masterarbeit/output_0degrees");
# beam width of 244 m, beam frequency of 40 Hz, time window width for seismic data 0.06s
# auto result = db.algorithm(source_beam_centres, targets, data, fractures, 244, 2 * M_PI * 40, 0.06);
# runtimes:
#1Targets
#16Sources.
#Beams: 5.74023 s
#FFT: 2254.24 s
#Beam eval: 32478 s
#cut : 5713.65s
#amplitude: 2113.68 s
#exp: 26289.6 s
#unit vec: 1667.71 s
#restt: 957.666
#Runtime db : 41692
  (-1.36211e-62,-5.50071e-62)     (-7.63594e-62,1.0921e-61)    (-6.65534e-62,1.49382e-61)    (1.76431e-62,-4.49555e-62)    (-4.04926e-63,5.38155e-64)    (6.87012e-65,-9.65479e-66)     (2.01992e-66,-2.0016e-67)      (1.2315e-58,7.90617e-58)   (-1.21913e-57,-3.06846e-58)     (2.85685e-58,5.59939e-58)     (2.62124e-59,1.31577e-58)    (-6.94001e-61,1.96963e-59)    (-2.75084e-60,-1.0802e-59)    (-3.83049e-60,4.08191e-60)     (5.89591e-61,-7.7108e-61)      (3.36027e-62,1.0822e-61)    (2.84178e-43,-1.29904e-44)    (-1.01254e-43,3.49906e-43)   (-1.51397e-44,-3.77455e-43)     (1.0722e-44,-3.44092e-44)     (1.91935e-44,1.35275e-44)      (1.15452e-44,2.0742e-44)    (-6.63378e-46,1.99443e-46)    (-3.13114e-47,3.67773e-47)    (3.18195e-49,-2.24181e-49)    (1.21888e-51,-2.64372e-51)     (1.17461e-54,6.87104e-56)    (2.22064e-58,-7.51007e-59)    (-3.69596e-63,3.59921e-63)    (1.40045e-67,-6.94241e-68)    (1.93269e-65,-1.52418e-65)     (3.07553e-65,8.70142e-64)   (-1.84719e-61,-9.07054e-62)    (-3.75045e-60,4.16026e-60)    (-5.54091e-58,-1.6932e-58)    (-1.07575e-56,1.93855e-56)   (-2.09827e-54,-8.42435e-55)    (-1.64772e-53,-2.1685e-53)    (6.17804e-52,-2.64035e-52)    (8.05689e-51,-4.41989e-51)     (-4.5798e-50,-2.5025e-50)    (-7.26431e-49,3.50066e-49)     (5.11931e-48,1.19319e-51)   (-3.43337e-47,-1.29177e-47)    (-6.1344e-46,-3.83502e-46)    (-2.00749e-45,1.08949e-45)    (4.68347e-58,-1.56789e-57)     (7.35877e-59,3.30384e-58)     (1.43527e-59,-7.1198e-61)       (5.295e-59,2.01194e-59)   (-2.79227e-60,-6.55508e-60)    (4.51124e-60,-2.40803e-60)     (6.1641e-59,-5.94091e-59)   (-3.60077e-59,-1.10784e-58)     (8.34844e-61,1.59811e-60)   (-8.27212e-62,-2.36041e-61)   (-4.18753e-62,-9.56673e-62)    (3.14579e-62,-1.78384e-62)   (-1.89672e-62,-7.23443e-63)     (7.15876e-63,1.21235e-62)   (-1.36211e-62,-5.50071e-62)
   (-4.80973e-65,1.26561e-64)   (-1.84865e-64,-3.90629e-65)     (6.7063e-65,-9.75135e-65)    (-6.00617e-65,-3.6692e-65)     (-5.4121e-66,2.38652e-66)    (7.48212e-68,-2.99336e-67)   (-4.41624e-69,-1.88843e-69)    (5.44763e-59,-2.08137e-58)     (7.22636e-59,4.82638e-59)    (-6.36992e-59,1.64432e-59)    (3.53706e-60,-1.51644e-60)     (1.20927e-60,1.28508e-60)     (5.71396e-61,2.10521e-60)   (-1.73706e-61,-2.19581e-61)    (9.55013e-63,-6.28836e-62)     (-1.1206e-63,8.70776e-64)     (1.16458e-43,2.33977e-44)    (-1.01095e-43,6.91031e-44)    (9.65758e-45,-1.03756e-43)     (5.34626e-44,2.30051e-45)    (1.78792e-45,-1.38485e-45)   (-1.06687e-45,-3.73712e-46)    (-1.2281e-46,-1.86893e-46)   (-4.36613e-48,-1.13972e-48)    (6.08746e-51,-7.70162e-50)    (6.30684e-52,-8.15381e-53)     (3.78373e-55,4.60247e-55)    (-1.52425e-59,3.77507e-59)   (-1.07898e-63,-5.48638e-66)     (7.89489e-69,9.88743e-70)    (-1.09025e-66,3.67046e-67)      (1.1799e-65,3.05187e-65)      (8.681e-64,-5.01716e-63)    (9.23852e-61,-2.09279e-62)    (-2.35036e-60,5.32494e-59)    (-2.65594e-57,5.31705e-57)      (1.6205e-55,-1.9404e-55)      (8.0993e-54,4.49214e-54)     (1.08012e-52,1.05228e-52)    (-2.11954e-51,2.08781e-51)    (3.81892e-50,-4.38538e-51)   (-2.27594e-50,-3.66777e-49)    (8.09699e-49,-2.00605e-48)    (-7.95916e-48,1.33427e-47)   (-3.12069e-47,-2.30781e-47)    (-3.62888e-47,7.04552e-46)   (-6.54468e-60,-2.80422e-60)     (8.01973e-61,2.49033e-60)    (-2.71228e-60,2.08205e-60)    (2.56617e-61,-1.61699e-60)   (-2.26184e-61,-2.96387e-62)   (-1.21367e-60,-9.42329e-61)    (-6.22085e-60,-1.5511e-60)    (-1.43279e-59,2.53148e-59)    (4.47413e-63,-4.87019e-63)      (2.53211e-63,1.2565e-64)    (-1.6402e-64,-4.36888e-64)     (5.65249e-65,5.73223e-65)     (1.42235e-65,2.66909e-65)    (-1.0003e-64,-1.34955e-64)    (-4.80973e-65,1.26561e-64)
  (-3.14543e-67,-1.51583e-67)     (1.99928e-67,2.22202e-67)      (5.3967e-68,8.08414e-68)     (2.16233e-68,7.42265e-69)   (-7.56593e-69,-8.20539e-70)    (-9.05833e-71,3.60764e-70)     (1.34709e-71,8.54869e-72)    (-3.23188e-60,-9.3725e-60)    (5.59191e-62,-3.17631e-60)    (1.26958e-60,-2.30936e-60)     (8.68481e-61,8.11931e-61)    (1.28299e-61,-4.95008e-61)    (1.11023e-61,-1.88045e-61)    (1.60315e-62,-6.40992e-63)    (-2.75941e-64,3.72892e-64)     (7.80002e-67,7.88224e-67)    (-1.45611e-45,7.63659e-45)    (-3.70403e-44,1.30611e-44)   (-4.12417e-45,-2.56045e-44)    (9.11749e-45,-8.14588e-45)    (-5.0449e-46,-3.04702e-47)    (-7.61905e-48,2.42216e-46)     (1.43814e-47,-1.6445e-47)    (3.09867e-49,-5.58216e-49)   (-2.03444e-51,-7.51663e-51)     (1.79316e-53,7.76044e-53)     (6.13607e-56,3.65266e-56)    (-2.27453e-60,6.81973e-60)    (-7.79811e-65,5.31708e-64)    (8.27176e-69,-4.58709e-69)    (2.72341e-68,-6.49736e-68)     (8.98363e-66,2.86152e-66)    (1.77299e-64,-1.24457e-64)     (4.26154e-63,1.50974e-62)     (2.04685e-60,3.61999e-60)    (4.29331e-58,-6.09217e-58)    (5.18556e-56,-4.53293e-56)    (-1.99565e-54,1.49011e-54)   (-4.81049e-53,-4.28748e-53)    (-7.22592e-53,1.18806e-51)   (-4.10563e-51,-1.16262e-50)   (-1.85003e-50,-1.63873e-49)     (1.17521e-48,4.62665e-49)     (3.51261e-48,3.95593e-48)    (1.68698e-47,-6.98503e-47)    (-7.34217e-46,2.13322e-46)    (2.76896e-63,-2.28338e-61)   (-1.49588e-62,-1.67231e-61)     (7.88433e-62,2.85295e-62)    (-6.97362e-64,1.69156e-62)   (-6.48822e-63,-1.95436e-63)     (6.55261e-62,3.11984e-62)     (1.22891e-61,3.18435e-61)    (-2.83996e-60,2.78144e-60)     (8.90674e-66,8.35805e-65)    (1.05152e-65,-8.84857e-66)    (9.17434e-67,-1.47796e-66)     (-4.86646e-68,9.0893e-68)    (-1.14504e-68,1.19025e-69)     (2.80291e-69,1.09121e-68)   (-3.14543e-67,-1.51583e-67)
   (-4.5497e-71,-8.19994e-71)       (8.49365e-71,1.595e-70)   (-1.07954e-70,-5.61753e-71)   (-1.15146e-72,-4.82838e-72)     (3.01052e-72,3.08444e-72)   (-7.82033e-73,-1.04605e-73)    (-4.87894e-74,2.92843e-75)   (-9.93819e-61,-1.04898e-60)    (-2.58447e-61,2.63435e-62)     (3.18326e-61,-1.5509e-61)   (-1.32608e-61,-7.64335e-63)     (9.50482e-63,4.29797e-62)   (-6.96131e-63,-6.39931e-64)    (-2.33246e-64,5.18637e-65)   (-7.27872e-67,-2.18224e-68)   (-2.29406e-68,-3.57987e-68)     (1.07734e-44,6.84054e-45)    (-2.42566e-45,2.57407e-45)    (-1.23159e-45,7.19605e-46)    (-2.51149e-46,1.97645e-46)      (2.1547e-47,2.22071e-46)    (4.13441e-47,-2.12917e-47)    (-3.19565e-48,2.65397e-49)    (6.10296e-50,-1.12271e-49)    (8.89517e-52,-8.78988e-52)   (-2.70268e-54,-1.92125e-54)    (-2.31051e-57,1.16996e-57)    (1.43458e-60,-1.46721e-60)   (-4.55976e-66,-2.76167e-64)     (8.80676e-69,3.83432e-69)    (1.89199e-69,-6.43702e-70)    (-6.28244e-67,5.29725e-67)   (-7.46985e-65,-2.24742e-65)      (-1.32027e-63,7.377e-63)   (-3.37905e-61,-8.48849e-62)     (5.81371e-59,1.14982e-58)   (-1.21263e-56,-8.20422e-58)    (-2.49103e-55,3.40969e-55)    (-9.14795e-54,1.21069e-53)       (4.0405e-52,1.0783e-52)   (-2.73881e-51,-5.33859e-51)     (4.11568e-50,1.99717e-50)   (-2.12554e-49,-5.55521e-49)    (-1.43089e-48,3.86347e-48)     (4.63112e-48,8.71636e-48)      (1.81613e-46,9.2036e-48)      (6.2471e-63,3.77626e-63)    (-8.91316e-64,1.88123e-63)     (8.81539e-64,4.30342e-64)     (5.65534e-64,8.72064e-66)    (3.59489e-64,-1.46938e-63)    (-7.92191e-63,6.85073e-63)      (5.631e-62,-2.61792e-62)    (-2.96716e-61,6.90515e-61)     (9.27021e-68,6.53351e-67)   (-8.34899e-68,-4.11246e-68)   (-3.45696e-69,-2.12642e-69)   (-1.01928e-70,-8.15787e-72)    (-1.03162e-71,-4.6224e-71)     (4.01856e-71,1.05245e-70)    (-4.5497e-71,-8.19994e-71)
    (2.92628e-73,2.37369e-73)    (-1.06934e-73,1.14873e-73)    (1.76468e-74,-1.01927e-73)   (-1.82129e-74,-4.56412e-74)   (-6.40679e-75,-3.81127e-75)     (1.71115e-77,5.49084e-76)   (-7.46045e-77,-1.94964e-77)     (4.92359e-62,-1.0153e-62)   (-3.92383e-62,-1.74135e-62)    (-3.0828e-62,-1.20112e-62)    (-1.60884e-62,8.40434e-64)   (-1.69958e-63,-1.27425e-63)     (4.05425e-65,2.08961e-65)    (-2.86863e-67,2.47377e-67)    (-5.19894e-69,7.11723e-69)   (-7.07805e-69,-1.76461e-69)     (4.80375e-45,1.47482e-45)     (4.09946e-46,6.84269e-46)    (-1.51114e-45,3.40031e-46)     (-5.0021e-46,1.33233e-46)    (-4.63574e-47,7.44609e-47)   (-4.32282e-48,-5.29311e-48)      (2.77252e-49,3.7454e-49)    (-1.28773e-50,7.11111e-51)    (-8.38597e-53,3.84448e-53)     (-2.1257e-55,5.77391e-56)   (-1.91947e-58,-2.84457e-58)     (-3.54279e-61,1.8613e-61)    (-2.32128e-66,1.20012e-64)   (-1.02182e-69,-2.29223e-69)    (5.85677e-72,-1.42981e-71)    (-2.68766e-68,-2.0365e-68)     (9.84308e-67,7.03161e-66)   (-7.33962e-64,-2.93111e-64)   (-1.75688e-62,-2.90029e-62)   (-1.76184e-59,-3.40522e-60)     (-5.43873e-58,2.4352e-57)     (1.35035e-55,4.70561e-56)    (1.35492e-54,-3.86405e-55)    (1.01298e-52,-7.72905e-53)     (6.23054e-52,-1.8842e-51)    (-2.01226e-51,5.57342e-51)     (2.56443e-49,1.68551e-49)    (2.09717e-48,-4.57603e-50)    (-1.17153e-47,-4.2004e-48)    (-2.51675e-47,3.03403e-47)   (-2.54426e-64,-2.47652e-64)    (-6.04554e-65,4.70239e-65)   (-6.63527e-66,-1.10384e-65)   (-1.23967e-66,-2.41978e-65)     (3.24811e-64,-1.8314e-64)     (7.38275e-64,2.15079e-63)    (-7.71963e-63,1.00605e-62)    (7.48334e-63,-5.89497e-62)    (-4.33472e-69,2.24778e-69)    (-1.87339e-70,3.94651e-70)     (1.34463e-71,8.71248e-72)     (1.09595e-73,-1.9845e-73)     (-1.70386e-73,4.6397e-74)    (3.77819e-73,-3.19848e-73)     (2.92628e-73,2.37369e-73)
    (3.45397e-76,1.53186e-75)    (4.43828e-77,-4.52331e-76)    (6.39388e-77,-7.99862e-77)      (2.43555e-77,2.7716e-77)      (6.81825e-78,5.4057e-78)    (7.22044e-79,-2.24066e-79)    (-1.33379e-79,3.45848e-82)    (-9.79418e-63,7.25527e-63)    (-6.46215e-63,1.23846e-62)   (-1.35281e-63,-2.96573e-63)    (-6.00466e-64,3.58297e-64)     (1.20927e-65,4.94391e-65)     (5.99625e-68,1.97518e-67)       (6.0342e-69,3.6958e-69)    (3.40652e-71,-2.66896e-71)    (-1.05627e-69,5.99447e-70)      (1.4635e-45,4.70563e-47)     (1.97089e-46,2.33958e-47)    (-7.15102e-47,3.51684e-46)     (1.56947e-47,9.39617e-47)   (-5.72594e-48,-7.90068e-48)     (2.03361e-50,1.40869e-48)     (-2.80638e-50,2.5216e-50)   (-7.03607e-53,-6.42112e-52)    (2.90995e-55,-1.07469e-54)    (-1.28219e-56,1.84666e-56)     (-4.40236e-59,6.7402e-59)    (-5.52747e-62,6.44629e-62)     (1.01866e-65,1.06713e-65)     (2.36726e-69,-1.2219e-69)   (-4.85301e-73,-6.07009e-74)    (-2.97244e-70,1.74354e-70)       (2.413e-67,4.77147e-67)    (1.69909e-65,-8.30456e-65)    (-9.02004e-63,1.43125e-63)     (1.37612e-60,5.38335e-61)   (-1.19664e-58,-3.38217e-58)    (-2.79007e-56,4.20943e-56)    (1.71431e-54,-1.78911e-54)   (-1.12133e-53,-5.47147e-54)    (-3.92119e-52,7.36529e-52)     (4.89325e-51,7.43198e-51)     (8.02301e-51,1.99783e-50)   (-1.93849e-49,-4.80354e-49)   (-6.24812e-48,-5.35777e-48)    (1.05201e-47,-3.37448e-47)     (2.43793e-66,7.17672e-66)    (-1.07466e-66,-3.6173e-66)     (1.06533e-66,3.11078e-67)    (-3.37089e-67,-3.1605e-67)    (3.03982e-65,-2.70637e-66)     (-4.05651e-64,1.1161e-64)    (-2.03754e-63,5.20954e-63)   (-8.42133e-63,-6.45679e-63)     (3.64166e-72,3.29926e-71)     (4.58398e-73,1.01625e-72)    (-9.38214e-75,3.13529e-74)    (-4.97662e-76,5.64402e-77)    (1.62828e-75,-3.90889e-76)    (1.83931e-75,-1.47665e-75)     (3.45397e-76,1.53186e-75)
   (-2.41458e-78,3.14443e-78)   (-2.15812e-78,-8.46764e-79)     (4.87056e-79,4.41494e-80)     (5.35365e-81,5.16413e-80)    (-1.42032e-80,5.06907e-81)    (-2.95706e-81,2.00701e-81)    (-6.18657e-83,3.33747e-82)   (-1.46671e-63,-2.76676e-63)     (-8.08613e-64,3.7196e-64)     (1.01665e-64,2.00469e-64)    (2.07367e-65,-8.21261e-67)     (1.84283e-67,-2.1056e-67)     (4.52377e-70,3.91141e-69)   (-2.06147e-71,-3.61614e-71)    (3.71246e-73,-1.36259e-72)     (4.75112e-71,3.12453e-70)    (2.87745e-46,-3.25019e-46)   (-8.07195e-48,-4.65227e-47)    (2.15557e-48,-2.52893e-47)   (-1.06542e-47,-2.70289e-48)    (1.54685e-49,-1.93207e-48)    (1.66333e-49,-1.36088e-49)     (1.16889e-51,1.30213e-50)     (-1.40822e-53,6.4769e-53)   (-4.29906e-56,-2.25306e-55)   (-3.00065e-58,-5.03366e-58)      (6.1758e-60,6.52634e-60)   (-8.76549e-63,-2.35364e-62)     (8.08908e-66,4.54617e-66)    (-1.19015e-70,1.34853e-69)   (-1.02349e-73,-2.37452e-74)     (-7.395e-72,-1.47833e-71)     (7.47681e-69,1.05009e-68)   (-3.62131e-66,-5.39471e-66)    (-1.34402e-64,6.62396e-64)      (1.9423e-61,1.25436e-61)    (-5.23551e-59,-3.3877e-59)    (-3.91649e-58,9.91213e-57)    (-1.82204e-55,4.75211e-55)     (4.44627e-54,1.46174e-54)   (-1.04958e-52,-3.03202e-52)    (-1.38522e-51,-3.9379e-51)    (-2.12721e-50,4.08642e-50)    (2.58517e-50,-1.46096e-49)    (-3.15971e-48,-4.1808e-48)   (-2.02278e-47,-8.60079e-48)   (-1.40615e-67,-4.26801e-68)     (9.94455e-68,5.66662e-68)     (3.18773e-68,1.85983e-68)     (2.04355e-69,2.75921e-69)   (-7.23939e-67,-1.56636e-66)      (4.8764e-65,1.85749e-65)   (-5.68847e-64,-4.53721e-65)     (4.8056e-63,-1.48671e-63)   (-1.84257e-73,-1.09873e-73)    (-1.11379e-75,-6.4081e-75)      (4.9066e-77,2.07282e-77)      (1.09075e-77,2.3735e-78)   (-3.36675e-78,-1.12343e-79)      (5.80963e-80,1.1591e-78)    (-2.41458e-78,3.14443e-78)
     (5.87104e-81,2.3867e-82)     (7.00957e-81,7.98189e-81)    (-2.54727e-81,1.25365e-81)   (-5.70241e-83,-1.43162e-82)   (-2.37312e-83,-4.18032e-84)    (-3.71356e-84,-6.3066e-84)    (1.07855e-84,-2.82774e-84)    (-5.21775e-68,-3.3403e-64)   (-2.66006e-65,-8.10534e-65)   (-5.36628e-66,-5.78819e-66)   (-9.70785e-68,-8.82059e-68)    (9.96974e-70,-2.10808e-69)   (-3.55885e-71,-9.67814e-72)   (-1.57883e-73,-9.85298e-74)    (3.51449e-73,-1.90022e-74)   (-3.82391e-71,-2.13717e-72)    (1.67546e-47,-1.35387e-46)   (-1.57956e-47,-3.74361e-48)    (7.23495e-48,-1.73805e-47)     (5.98173e-49,2.57649e-48)    (-2.41831e-49,2.22636e-49)    (-6.40527e-50,2.14755e-50)   (-3.91474e-52,-4.95102e-52)     (1.50381e-53,9.54411e-54)    (6.06045e-56,-2.01205e-56)    (-1.71248e-58,1.84443e-58)      (5.5108e-61,-2.3094e-60)    (-1.39694e-63,1.16701e-63)    (2.84472e-66,-1.38064e-66)     (5.73995e-71,7.66019e-70)   (-8.08183e-74,-1.35235e-74)    (2.03096e-72,-7.00712e-73)     (1.9557e-71,-1.37251e-70)    (-4.88472e-67,1.97207e-67)     (3.60176e-65,4.86885e-65)     (-5.23463e-62,1.2919e-62)   (-7.50345e-60,-1.73368e-60)   (-2.20674e-57,-3.23888e-58)     (-2.42581e-56,-1.654e-55)    (1.10785e-54,-4.92891e-54)    (-8.3796e-53,-1.01064e-52)   (-1.11773e-51,-2.60498e-53)    (-1.75534e-50,1.60246e-50)   (-1.16023e-49,-1.14467e-49)   (-4.00612e-49,-1.65093e-48)     (1.15773e-47,-1.0804e-47)    (6.28161e-69,-4.89616e-69)     (-4.9153e-69,-8.6198e-71)    (5.30316e-70,-6.28698e-70)    (-1.57767e-70,1.79085e-70)     (-1.1522e-68,9.34835e-69)    (-2.44498e-66,-1.6493e-66)     (5.0297e-65,-6.77842e-65)     (7.19646e-64,4.34741e-64)     (1.58197e-75,8.49761e-77)    (-1.08523e-77,6.10416e-78)   (-8.91474e-79,-5.72186e-83)    (-5.15106e-80,1.90411e-81)     (1.96248e-80,1.41179e-80)    (-2.42379e-80,-5.2269e-81)      (5.87104e-81,2.3867e-82)
   (-4.03139e-83,8.93939e-83)     (-3.81293e-83,1.5752e-84)   (-2.51958e-84,-1.91995e-83)      (-1.41e-84,-3.24273e-84)    (3.61801e-85,-2.64856e-85)     (1.64363e-86,2.01566e-86)     (6.92939e-87,9.89397e-87)     (3.40788e-66,-2.0473e-65)   (-3.57916e-66,-5.85525e-67)    (-7.18457e-68,1.31374e-67)   (-4.16686e-70,-1.72558e-69)   (-3.94037e-71,-1.02325e-71)     (-3.90168e-73,9.5345e-74)      (6.1005e-75,5.64403e-75)     (7.46647e-74,9.54443e-74)   (-7.09368e-72,-8.80875e-72)   (-3.46049e-47,-2.74021e-47)    (-1.97876e-49,5.47579e-48)     (1.06381e-48,2.49835e-48)    (-5.38133e-49,3.42403e-49)     (3.03643e-50,4.32277e-50)     (7.00926e-51,8.10402e-51)    (-3.26856e-53,8.29568e-53)   (-5.89765e-55,-1.80369e-54)     (1.39499e-56,8.48648e-57)     (1.13131e-59,1.17847e-58)     (4.2671e-61,-8.49074e-61)   (-1.43107e-64,-6.33028e-64)      (1.17368e-67,4.6339e-67)   (-9.07444e-71,-1.74052e-70)   (-3.97158e-74,-1.31834e-74)    (3.24486e-73,-9.91411e-75)   (-3.77799e-71,-1.58445e-71)   (-2.86644e-68,-4.36045e-68)     (6.10562e-65,1.08308e-65)    (-5.84023e-63,3.42549e-63)     (7.71654e-61,9.48964e-61)    (-2.95536e-58,4.28761e-58)    (-2.02037e-56,-2.8066e-56)   (-9.29209e-55,-1.89393e-54)    (-2.7041e-53,-3.56824e-53)    (8.66172e-52,-1.27838e-53)      (5.2625e-51,-2.6815e-51)     (-4.9949e-50,4.17146e-50)    (3.59478e-49,-7.12214e-49)     (5.40014e-48,-3.7999e-48)    (-2.95421e-70,4.93625e-70)    (1.32254e-70,-1.27678e-70)    (1.41983e-71,-3.25855e-71)    (-5.88851e-72,7.86886e-72)   (-3.53897e-70,-6.28673e-70)    (-5.45753e-68,6.78332e-68)    (1.79306e-67,-5.61097e-66)     (4.21302e-65,6.64883e-65)    (-5.32623e-78,4.75133e-78)     (1.62017e-79,6.08128e-80)     (1.46143e-80,5.47008e-81)     (-3.8731e-83,1.21452e-82)    (-1.03968e-83,-6.9924e-84)     (4.49018e-83,-1.2307e-82)    (-4.03139e-83,8.93939e-83)
  (-5.14056e-85,-4.33767e-85)    (1.84227e-85,-5.77389e-86)     (1.06115e-85,3.52451e-86)    (-1.20109e-86,2.31368e-86)    (-4.32315e-88,5.80099e-87)     (-4.0747e-88,1.66947e-88)    (-1.50813e-89,6.02899e-89)    (-1.05107e-66,5.88145e-67)     (3.89326e-68,5.57549e-68)    (-1.27743e-69,1.36049e-70)    (-3.47103e-71,5.09965e-71)     (4.30274e-74,6.78743e-73)   (-6.88024e-75,-7.75156e-75)   (-1.72912e-76,-3.47692e-77)    (9.14343e-75,-3.48887e-75)     (1.54941e-73,-3.6604e-72)     (2.30344e-48,3.77435e-48)     (-3.2538e-48,3.19454e-48)    (-2.34804e-49,9.01194e-49)     (5.82158e-50,8.30225e-50)     (1.28764e-51,1.92923e-50)    (1.86456e-52,-1.62707e-51)    (7.18384e-54,-6.27865e-54)    (-7.87812e-56,3.16994e-55)     (5.15798e-57,6.66748e-58)    (-5.08493e-59,2.01912e-59)      (7.82547e-62,6.4591e-62)    (-1.09622e-64,8.21126e-65)     (1.39093e-67,2.23696e-68)   (-7.57223e-71,-1.95602e-71)    (-1.28434e-74,3.24366e-75)     (6.84102e-74,6.41939e-74)   (-7.55065e-72,-2.70234e-72)   (-3.53603e-69,-1.51647e-69)    (-3.16494e-66,7.26404e-66)   (-3.73028e-63,-2.32347e-63)      (6.0744e-61,8.86456e-62)       (7.2966e-59,6.9117e-59)   (-8.30417e-57,-1.67757e-57)   (-7.78492e-55,-1.17207e-55)     (9.85558e-54,4.22828e-54)    (3.48195e-52,-6.76406e-53)    (-1.40139e-51,5.07268e-51)   (-5.24589e-50,-2.75647e-50)    (9.54688e-51,-2.18084e-49)    (2.89089e-48,-8.94632e-49)    (-3.08309e-71,7.71407e-72)    (1.66672e-72,-4.60015e-72)    (6.70062e-73,-7.16077e-73)       (3.3543e-73,6.1549e-74)    (-3.31744e-71,2.61699e-71)   (-4.94784e-70,-1.88154e-69)    (-1.58747e-67,5.78565e-68)    (3.06907e-66,-5.77009e-66)    (-7.32057e-80,5.08197e-80)     (-4.4984e-81,1.04867e-81)     (1.6251e-83,-9.02417e-83)   (-2.08122e-85,-8.79739e-85)   (-4.49488e-85,-4.48394e-85)    (-9.06406e-85,4.99711e-85)   (-5.14056e-85,-4.33767e-85)
